regisno,animal_id,prefix,anm_name,sex,category,birth_date,regtype,mating,twin_code,disposal,frac1,brd2,frac2,brd3,frac3,ownr,breeder,sire_reg,dam_reg,dam_dob,birth_work_grp,birth_cont_grp,birth_wt,birth_adj,birth_no_conts,wean_work_grp,wean_cont_grp,wean_feed_code,wean_date,wean_wt,wean_adj,wean_no_conts,year_work_grp,year_cont_grp,year_date,year_wt,year_adj,year_no_conts,birth_cg_no,calv_ease
1681836,4260B,LJRA,LSF_SRR_DENIRO_4260B,B,A,2014-04-22,R,2,1,.,1000,.,.,.,.,110290,33079,1547599,1547446,2012-01-23,669041,R1749067-14,73,79,19,649359,16,1,2014-10-14,486,619,19,670787,19,2015-03-24,954,1086,18,12,1
1681837,B4027,LJRA,LSF_DELLA_Z2116_B4027,C,A,2014-01-03,R,1,1,.,1000,.,.,.,.,35170,33079,1042135,1547493,2012-01-27,669041,R1749067-11,60,68,22,649359,13,1,2014-09-04,548,542,22,670787,16,2015-02-12,928,919,22,23,1
1681838,B4004,LJRA,LSF_CRYSTAL_Z2117_B4004,C,A,2013-12-23,R,1,1,.,1000,.,.,.,.,35170,33079,1445368,1547568,2012-01-28,669041,R1749067-11,60,68,22,649359,13,1,2014-09-04,538,519,22,670787,16,2015-02-12,810,789,22,23,1
1681839,B4003,LJRA,LSF_GILDA_Z2118_B4003,C,A,2013-12-22,R,1,1,.,1000,.,.,.,.,35170,33079,1368797,1547462,2012-01-28,669041,R1749067-11,63,71,22,649359,13,1,2014-09-04,492,482,22,670787,16,2015-02-12,968,955,22,23,1
1681840,4019B,LJRA,LSF_SRR_PROSPECT_4019B,B,A,2013-12-31,R,1,1,.,1000,.,.,.,.,90603,33079,1547645,1547355,2012-01-28,669041,R3573-3,78,86,47,649359,3,1,2014-09-04,518,524,44,666519,3,2015-02-05,1094,1125,44,10,3
1681841,B4025,LJRA,LSF_GILDA_Z2121_B4025,C,A,2014-01-02,R,1,1,.,1000,.,.,.,.,35170,33079,1042135,1547520,2012-02-11,669041,R1749067-13,76,84,23,649359,15,1,2014-09-03,584,575,23,670787,18,2015-02-12,1014,999,22,24,1
1681842,4003B,LJRA,LSF_SRR_NIGHT_CALVER_4003B,B,A,2013-12-25,R,1,1,.,1000,.,.,.,.,112446,33079,1368797,1547536,2012-02-12,669041,R3573-3,63,71,47,649359,3,1,2014-09-04,476,483,44,666519,3,2015-02-05,1096,1129,44,10,1
1681843,B4037,LJRA,LSF_CRYSTAL_Z2123_B4037,C,3,2014-01-09,U,1,1,.,750,SM,219,XX,31,35170,33079,SM2414537,1547384,2012-02-12,669041,R1749067-13,82,89,23,649359,15,1,2014-09-03,596,588,23,670787,18,2015-02-12,1082,1063,22,24,1
1681844,B4143,LJRA,LSF_PINE_MARIE_Z2124_B4143,C,A,2014-02-19,R,1,1,.,1000,.,.,.,.,35170,33079,1441805,1547499,2012-02-13,669041,R1749067-15,75,82,17,649359,17,1,2014-10-14,464,480,15,670787,22,2015-02-12,972,1152,4,25,1
1681845,B4028,LJRA,LSF_GILDA_Z2125_B4028,C,A,2014-01-04,R,1,1,.,1000,.,.,.,.,35170,33079,1445368,1547549,2012-02-14,669041,R1749067-13,71,79,23,649359,15,1,2014-09-03,548,547,23,670787,18,2015-02-12,978,971,22,24,1
1681847,B4022,LJRA,LSF_COUNTESS_Z2128_B4022,C,A,2013-12-30,R,1,1,.,1000,.,.,.,.,35170,33079,1368797,1547412,2012-02-17,669041,R1749067-11,66,74,22,649359,13,1,2014-09-04,584,570,22,670787,16,2015-02-12,1030,1012,22,23,1
1681848,B4203,LJRA,LSF_DELLA_Z2129_B4203,C,A,2014-03-17,R,2,1,.,1000,.,.,.,.,35170,33079,1547645,1547403,2012-02-24,669041,R1749067-15,63,70,17,649359,17,1,2014-10-14,516,563,15,670787,21,2015-03-25,922,964,1,25,1
1681849,4050B,LJRA,LSF_SRR_EPIC_4050B,B,A,2014-01-21,R,1,1,.,1000,.,.,.,.,104646,33079,1042135,1547380,2012-02-28,669041,R3573-3,73,81,47,649359,3,1,2014-09-04,582,614,44,666519,3,2015-02-05,1272,1333,44,10,1
1681851,B4023,LJRA,LSF_CRYSTAL_Z2134_B4023,C,A,2013-12-31,R,1,1,.,1000,.,.,.,.,35170,33079,1445368,1547649,2012-03-10,669041,R1749067-13,65,73,23,649359,15,1,2014-09-03,558,551,23,670787,18,2015-02-12,1036,1022,22,24,1
1681852,4007B,LJRA,LSF_SRR_REDEMPTION_4007B,B,A,2013-12-27,R,1,1,.,1000,.,.,.,.,112446,33079,1441805,1547521,2012-03-15,669041,R3573-3,67,75,47,649359,3,1,2014-09-04,540,542,44,666519,3,2015-02-05,1018,1041,44,10,1
1681853,4018B,LJRA,LSF_SRR_EPIC_4018B,B,A,2013-12-31,R,1,1,.,1000,.,.,.,.,42978,33079,1042135,1547362,2012-03-25,669041,R3573-3,72,80,47,649359,3,1,2014-09-04,614,610,44,666519,3,2015-02-05,1220,1242,44,10,1
1681854,4035B,LJRA,LSF_SRR_POWERHOUSE_4035B,B,A,2014-01-07,R,1,1,.,1000,.,.,.,.,112446,33079,1441805,1547524,2012-03-25,669041,R3573-3,75,83,47,649359,3,1,2014-09-04,620,628,44,666519,3,2015-02-05,1256,1291,44,10,1
1681855,4128B,LJRA,LSF_SRR_TAKEOVER_4128B,B,A,2014-02-02,R,1,1,.,1000,.,.,.,.,35170,33079,1368803,1547504,2012-03-27,669041,R1749067-14,58,66,19,649359,16,1,2014-10-14,586,569,19,670787,19,2015-03-24,1104,1086,18,12,1
1681856,B4252,LJRA,LSF_VICTORIA_Z2143_B4252,C,A,2014-04-28,R,2,1,.,1000,.,.,.,.,35170,33079,1547424,1547458,2012-03-29,669041,R1749067-15,72,79,17,649359,17,1,2014-10-14,406,527,15,670787,20,2015-03-25,692,810,10,25,1
1681858,B4191,LJRA,LSF_LARKABA_Z2200_B4191,C,A,2014-03-14,R,2,1,.,1000,.,.,.,.,35170,35170,1547505,1547662,2012-03-29,669041,R1749067-15,58,66,17,649359,17,1,2014-10-14,490,537,15,670787,20,2015-03-25,900,941,10,25,1
1681859,B4154,LJRA,LSF_JIBA_Z2202_B4154,C,A,2014-02-22,R,1,1,.,1000,.,.,.,.,35170,35170,1368803,1547693,2012-03-29,669041,R1749067-15,54,62,17,649359,17,1,2014-10-14,298,338,15,670787,22,2015-02-12,650,803,4,25,1
1681860,4241B,LJRA,LSF_SRR_PATRON_4241B,B,A,2014-03-30,R,2,1,.,1000,.,.,.,.,35170,35170,1547599,1547688,2012-03-30,669041,R1749067-14,73,80,19,649359,16,1,2014-10-14,456,543,19,670787,19,2015-03-24,994,1080,18,12,1
1681861,4156B,LJRA,LSF_SRR_SAGA_4156B,B,A,2014-02-17,R,1,1,.,1000,.,.,.,.,35170,35170,1445368,1547696,2012-03-27,669041,R3573-2,66,74,7,649359,2,1,2014-09-03,464,554,4,702925,.,.,.,.,.,11,1
1681863,B4083,LJRA,LSF_LASS_Z2206_B4083,C,A,2014-01-27,R,1,1,.,1000,.,.,.,.,35170,35170,1441805,1547700,2012-03-25,669041,R1749067-13,65,73,23,649359,15,1,2014-09-03,478,520,23,670787,18,2015-02-12,860,896,22,24,1
1681864,B4011,LJRA,LSF_RAINDANCE_Z2208_B4011,C,A,2013-12-26,R,1,1,.,1000,.,.,.,.,119517,35170,1441805,1547703,2012-03-10,669041,R1749067-11,48,56,22,649359,13,1,2014-09-04,526,516,22,670787,16,2015-02-12,926,912,22,23,1
1681865,B4034,LJRA,LSF_CHARISMA_Z2209_B4034,C,A,2014-01-05,R,1,1,.,1000,.,.,.,.,35170,35170,1368797,1547705,2012-03-11,669041,R1749067-13,71,79,23,649359,15,1,2014-09-03,442,461,23,670787,18,2015-02-12,938,950,22,24,1
1681866,4257B,LJRA,LSF_SRR_MEDALIST_4257B,B,A,2014-04-20,R,2,1,.,1000,.,.,.,.,35170,35170,1547505,1547706,2012-03-09,669041,R1749067-14,68,75,19,649359,16,1,2014-10-14,528,669,19,670787,19,2015-03-24,1058,1198,18,12,1
1681867,4036B,LJRA,LSF_SRR_MYTHOS_4036B,B,A,2014-01-07,R,1,1,.,1000,.,.,.,.,113879,35170,1445368,1547710,2012-03-09,669041,R3573-3,67,75,47,649359,3,1,2014-09-04,632,633,44,666519,3,2015-02-05,1212,1238,44,10,1
1681868,4230B,LJRA,LSF_SRR_DENIRO_4230B,B,A,2014-03-27,R,2,1,.,1000,.,.,.,.,35170,33079,1547599,1547667,2012-03-27,669041,R1749067-14,62,69,19,649359,16,1,2014-10-14,456,537,19,670787,19,2015-03-24,958,1038,18,12,1
1681869,B4033,LJRA,LSF_CRYSTAL_Z2251_B4033,C,A,2014-01-05,R,1,1,.,1000,.,.,.,.,35170,33079,1441805,1547664,2012-03-24,669041,R1749067-13,58,66,23,649359,15,1,2014-09-03,526,533,23,670787,18,2015-02-12,936,936,22,24,1
1681870,4191B,LJRA,LSF_SRR_REDEMPTION_4191B,B,A,2014-03-09,R,2,1,.,1000,.,.,.,.,35170,33079,1441805,1547675,2012-03-21,669041,R1749067-14,80,87,19,649359,16,1,2014-10-14,484,533,19,670787,19,2015-03-24,1006,1054,18,12,1
1681871,4178B,LJRA,LSF_SRR_REDEMPTION_4178B,B,A,2014-02-25,R,1,1,.,1000,.,.,.,.,35170,33079,1441805,1547677,2012-03-28,669041,R1749067-14,78,86,19,649359,16,1,2014-10-14,566,591,19,670787,19,2015-03-24,1070,1094,18,12,1
1681872,4031B,LJRA,LSF_SRR_EPIC_4031B,B,A,2014-01-04,R,1,1,.,1000,.,.,.,.,42978,33079,1042135,1547683,2012-03-23,669041,R3573-3,72,80,47,649359,3,1,2014-09-04,594,600,44,666519,3,2015-02-05,1260,1294,44,10,1
1681873,B4123,LJRA,LSF_MINOLA_Z2303_B4123,C,A,2014-02-05,R,1,1,.,1000,.,.,.,.,35170,35170,1441805,1547617,2011-12-31,669041,R1749067-15,62,69,17,649359,17,1,2014-10-14,632,597,15,670787,22,2015-02-12,900,952,4,25,1
1681874,4012B,LJRA,LSF_SRR_PROSPECT_4012B,B,A,2013-12-29,R,1,1,.,1000,.,.,.,.,66335,35170,1547645,1547637,2012-01-03,669041,R3573-3,62,69,47,649359,3,1,2014-09-04,546,539,44,666519,3,2015-02-05,1082,1098,44,10,1
1681875,B4226,LJRA,LSF_LARKISA_Z2307_B4226,C,A,2014-03-28,R,2,1,.,1000,.,.,.,.,113269,35170,1547599,1547629,2012-01-06,669041,R1749067-15,81,87,17,649359,17,1,2014-10-14,498,561,15,670787,20,2015-03-25,916,975,10,25,1
1681876,4015B,LJRA,LSF_SRR_REDEMPTION_4015B,B,A,2013-12-30,R,1,1,.,1000,.,.,.,.,95764,35170,1441805,1547303,2012-01-13,669041,R3573-3,69,76,47,649359,3,1,2014-09-04,516,517,44,666519,3,2015-02-05,1042,1066,44,10,1
1681877,4101B,LJRA,LSF_SRR_TAKEOVER_4101B,B,A,2014-01-29,R,1,1,.,1000,.,.,.,.,112446,35170,1368803,1547315,2012-01-14,669041,R3573-2,60,67,7,649359,2,1,2014-09-03,566,610,4,666519,2,2015-02-05,1155,1220,3,11,1
1681878,4025B,LJRA,LSF_SRR_EPIC_4025B,B,3,2014-01-02,R,1,1,.,750,SM,219,XX,31,39832,35170,SM2414537,1547307,2012-01-16,669041,R3573-3,77,83,47,649359,3,1,2014-09-04,566,555,44,666519,3,2015-02-05,1202,1214,44,10,1
1681880,4005B,LJRA,LSF_SRR_REDEMPTION_4005B,B,A,2013-12-26,R,1,1,.,1000,.,.,.,.,35170,35170,1441805,1547308,2012-03-07,669041,R3573-3,68,76,47,649359,3,1,2014-09-04,604,589,44,666519,3,2015-02-05,1258,1271,44,10,1
1681881,4026B,LJRA,LSF_SRR_NIGHT_CALVER_4026B,B,A,2014-01-02,R,1,1,.,1000,.,.,.,.,116269,35170,1368797,1547356,2012-03-07,669041,R3573-3,51,59,47,649359,3,1,2014-09-04,476,491,44,666519,3,2015-02-05,1046,1085,44,10,1
1681882,B4122,LJRA,LSF_COVER_GIRL_Z2338_B4122,C,A,2014-02-05,R,1,1,.,1000,.,.,.,.,35170,35170,1368803,1547642,2012-03-14,669041,R1749067-13,60,68,23,649359,15,1,2014-09-03,536,589,23,670787,18,2015-02-12,984,1031,22,24,1
1681883,B4036,LJRA,LSF_LANA_Z2339_B4036,C,A,2014-01-08,R,1,1,.,1000,.,.,.,.,83937,35170,1445368,1547291,2012-03-18,669041,R1749067-13,75,83,23,649359,15,1,2014-09-03,564,570,23,670787,18,2015-02-12,1036,1035,22,24,1
1681884,B4245,LJRA,LSF_RUBY_Z2340_B4245,C,A,2014-04-20,R,2,1,.,1000,.,.,.,.,110500,35170,1547599,1547275,2012-03-19,669041,R1749067-15,55,62,17,649359,17,1,2014-10-14,398,504,15,670787,20,2015-03-25,770,872,10,25,1
1681885,B4017,LJRA,LSF_LAKOTA_Z2342_B4017,C,A,2013-12-29,R,1,1,.,1000,.,.,.,.,35170,35170,1368803,1547295,2012-03-22,669041,R1749067-11,69,77,22,649359,13,1,2014-09-04,564,555,22,670787,16,2015-02-12,958,945,22,23,1
1681886,4147B,LJRA,LSF_SRR_REDEMPTION_4147B,B,A,2014-02-13,R,1,1,.,1000,.,.,.,.,35170,35170,1441805,1547415,2012-03-28,669041,R1749067-14,66,74,19,649359,16,1,2014-10-14,566,569,19,670787,19,2015-03-24,1110,1112,18,12,1
1681888,4218B,LJRA,LSF_SRR_SLAM_DUNK_4218B,B,A,2014-03-18,R,2,1,.,1000,.,.,.,.,35170,35170,1547424,1547656,2012-03-31,669041,R1749067-14,78,85,19,649359,16,1,2014-10-14,380,447,19,670787,19,2015-03-24,894,960,18,12,1
1681889,B4049,LJRA,LSF_JAMES_W9082_B4049,C,A,2014-01-20,R,1,3,.,1000,.,.,.,.,35170,33079,1441805,1305727,2009-02-15,669041,R12590-60961,57,57,1,649359,240425,1,2014-09-03,596,554,1,670787,90032,2015-02-12,1018,979,1,.,1
1681890,B4071,LJRA,LSF_JIBA_W9212_B4071,C,A,2014-01-25,R,1,1,.,1000,.,.,.,.,35170,35170,1445368,1305757,2009-01-22,669041,R12591-60961,80,80,1,649359,240423,1,2014-09-03,530,504,1,670787,90030,2015-02-12,954,931,1,29,1
1681891,4062B,LJRA,LSF_SRR_NIGHT_CALVER_4062B,B,A,2014-01-25,R,1,2,.,1000,.,.,.,.,69739,35170,1368797,1176373,2007-01-25,669041,R3573-7,64,64,1,649359,7,1,2014-09-03,606,572,1,666519,8,2015-02-05,1252,1239,1,.,1
1681893,4048B,LJRA,LSF_SRR_EPIC_4048B,B,A,2014-01-18,R,1,2,.,1000,.,.,.,.,112446,35170,1042135,1547623,2012-02-02,669041,R3573-8,48,48,1,649359,8,1,2014-09-04,528,480,1,666519,9,2015-02-05,1106,1081,1,.,1
1681894,B4059,LJRA,LSF_EVERGREEN_X0065_B4059,C,A,2014-01-23,R,1,3,.,1000,.,.,.,.,35170,35170,1441805,1368759,2010-01-21,669041,R12593-1,56,56,0,649359,1,1,2014-09-03,518,487,1,670787,1,2015-02-12,912,876,1,.,1
1681895,4224B,LJRA,LSF_SRR_EPIC_4224B,B,A,2014-03-22,R,1,2,.,1000,.,.,.,.,35170,33079,1042135,1248561,2008-02-04,669041,R3573-9,60,60,1,649359,9,2,2014-10-17,528,520,1,670787,10,2015-03-24,1014,1012,1,.,1
1681896,4259B,LJRA,LSF_SRR_PASSWORD_4259B,B,A,2014-04-22,R,2,1,.,1000,.,.,.,.,35170,35170,1444896,1314789,2009-01-30,669041,R1749067-9,82,82,47,649359,10,1,2014-10-14,416,469,43,670787,13,2015-03-24,962,1012,40,6,1
1681897,4189B,LJRA,LSF_SRR_COMPLETE_4189B,B,A,2014-03-08,R,2,1,.,1000,.,.,.,.,35170,35170,1385176,1262103,2008-02-14,669041,R1749067-7,90,90,39,649359,8,1,2014-10-14,574,547,39,670787,11,2015-03-24,1148,1118,39,4,1
1681898,4153B,LJRA,LSF_SRR_SAGA_4153B,B,A,2014-02-17,R,2,1,.,1000,.,.,.,.,35170,35170,1445368,1314293,2009-03-08,669041,R1749067-4,86,87,50,649359,5,1,2014-09-03,516,537,44,666519,8,2015-02-05,818,849,41,3,1
1681900,4280B,LJRA,LSF_SRR_CONQUEROR_4280B,B,A,2014-05-12,R,2,1,.,1000,.,.,.,.,35170,22991,1547505,1527080,2012-03-19,669041,R3573-5,78,85,1,649359,5,1,2014-10-14,454,638,1,670787,6,2015-03-24,1035,1217,1,5,1
1681901,4076B,LJRA,LSF_SRR_MR_UNIVERSE_4076BB,B,A,2014-01-25,R,1,1,.,1000,.,.,.,.,.,56409,1368797,1314359,2009-04-03,669041,R1749067-2,73,74,44,649359,2,1,2014-09-03,612,586,43,666519,4,2015-02-05,1224,1218,43,2,1
1681902,B4230,LJRA,LSF_LANA_7011_B4230,C,A,2014-04-01,R,2,1,.,1000,.,.,.,.,35170,35170,1444896,1165709,2007-02-19,669041,R1749067-23,92,92,29,649359,26,1,2014-10-14,600,620,25,670787,33,2015-03-25,1046,1070,23,17,1
1681903,4059B,LJRA,LSF_SRR_OVERTAKE_4059B,B,A,2014-01-24,R,1,1,.,1000,.,.,.,.,105397,35170,1368803,1165690,2007-02-20,669041,R1749067-2,80,80,44,649359,2,1,2014-09-03,694,653,43,666519,4,2015-02-05,1326,1305,43,2,1
1681904,B4073,LJRA,LSF_ANNIE_7021_B4073,C,A,2014-01-25,R,1,1,.,1000,.,.,.,.,35170,35170,1445366,1165714,2007-02-22,669041,R1749067-16,80,80,44,649359,18,1,2014-09-03,550,522,40,670787,23,2015-02-12,890,867,40,14,1
1681905,B4058,LJRA,LSF_LANA_7022_B4058,C,A,2014-01-22,R,1,1,.,1000,.,.,.,.,35170,35170,1445366,1165702,2007-02-23,669041,R1749067-16,85,85,44,649359,18,1,2014-09-03,628,590,40,670787,23,2015-02-12,952,919,40,14,1
1681906,4151B,LJRA,LSF_SRR_REDEMPTION_4151B,B,A,2014-02-17,R,1,1,.,1000,.,.,.,.,24494,35170,1441805,1165659,2007-03-01,669041,R1749067-4,92,92,50,649359,5,1,2014-09-03,650,667,44,666519,8,2015-02-05,1320,1359,41,3,1
1681907,B4104,LJRA,LSF_LANA_7034_B4104,C,A,2014-01-30,R,1,1,.,1000,.,.,.,.,35170,35170,1445366,1165712,2007-03-02,669041,R1749067-16,84,84,44,649359,18,1,2014-09-03,618,595,40,670787,23,2015-02-12,964,946,40,14,1
1681908,B4055,LJRA,LSF_LANA_7051_B4055,C,A,2014-01-21,R,1,1,.,1000,.,.,.,.,120555,35170,1042135,1165704,2007-03-17,669041,R1749067-16,82,82,44,649359,18,1,2014-09-03,588,551,40,670787,23,2015-02-12,1020,987,40,14,5
1681909,B4241,LJRA,LSF_KAY_7061_B4241,C,A,2014-04-09,R,1,1,.,1000,.,.,.,.,35170,35170,1042135,1165706,2007-04-02,669041,R1749067-23,100,100,29,649359,26,1,2014-10-14,474,501,25,670787,33,2015-03-25,898,929,23,17,1
1681910,B4089,LJRA,LSF_MARIE_7184_B4089,C,3,2014-01-28,R,1,1,.,500,SM,469,XX,31,35170,35170,.,1223773,2007-10-16,669041,R1749067-16,81,79,44,649359,18,1,2014-09-03,470,433,40,670787,23,2015-02-12,828,787,40,14,1
1681911,4190B,LJRA,LSF_SRR_CONQUEROR_4190B,B,A,2014-03-09,R,2,1,.,1000,.,.,.,.,90053,35170,1368793,1223843,2007-11-13,669041,R1749067-7,76,76,39,649359,8,1,2014-10-14,702,667,39,670787,11,2015-03-24,1232,1194,39,4,1
1681912,4061B,LJRA,LSF_SRR_TAKEOVER_4061B,B,A,2014-01-25,R,1,1,.,1000,.,.,.,.,35170,56409,1368803,1235804,2008-02-10,669041,R1749067-2,100,100,44,649359,2,1,2014-09-03,614,584,43,666519,4,2015-02-05,1014,997,43,2,1
1681913,B4169,LJRA,LSF_RUBY_8003_B4169,C,A,2014-03-08,R,2,1,.,1000,.,.,.,.,113269,35170,1547666,1235805,2008-02-13,669041,R1749067-21,71,71,39,649359,24,1,2014-10-14,620,590,38,670787,30,2015-03-25,1004,978,36,16,1
1681914,B4166,LJRA,.,C,2,2014-03-06,R,1,1,.,1000,.,.,.,.,35170,35170,1368793,1235793,2008-02-14,669041,R1749067-21,80,80,39,794273,.,.,.,.,.,.,794273,.,.,.,.,0,16,1
1681916,4161B,LJRA,LSF_SRR_EPIC_4161B,B,A,2014-02-21,R,1,1,.,1000,.,.,.,.,96135,56409,1042135,1235771,2008-03-20,669041,R1749067-4,86,86,50,649359,5,1,2014-09-03,570,595,44,666519,8,2015-02-05,1102,1144,41,3,1
1681917,B4098,LJRA,LSF_LAKOTA_9005_B4098,C,A,2014-01-29,R,1,1,.,1000,.,.,.,.,35170,35170,1445366,1312068,2009-02-26,669041,R1749067-16,84,85,44,649359,18,1,2014-09-03,564,549,40,670787,23,2015-02-12,986,974,40,14,1
1681918,4017B,LJRA,LSF_SRR_BEST_BET_4017B,B,A,2013-12-30,R,1,1,.,1000,.,.,.,.,23166,35170,1368797,1547422,2012-01-21,669041,R3573-3,70,78,47,649359,3,1,2014-09-04,654,634,44,666519,3,2015-02-05,1240,1245,44,10,1
1681919,B4065,LJRA,LSF_SWEETNESS_Z2016_B4065,C,A,2014-01-24,R,1,1,.,1000,.,.,.,.,113269,35170,1368803,1547500,2012-01-23,669041,R1749067-13,58,65,23,649359,15,1,2014-09-03,516,545,23,670787,18,2015-02-12,928,952,22,24,1
1681920,4106B,LJRA,LSF_SRR_PROFITABULL_4106B,B,A,2014-01-30,R,1,3,.,1000,.,.,.,.,113879,35170,1441805,1547503,2012-01-18,669041,R3573-10,59,59,1,649359,10,1,2014-09-03,404,388,1,666519,11,2015-02-05,1016,1020,1,.,1
1681921,B4030,LJRA,LSF_DINA_Z2014_B4030,C,A,2014-01-04,R,1,1,.,1000,.,.,.,.,83937,35170,1547645,1547418,2012-01-21,669041,R1749067-13,74,82,23,649359,15,1,2014-09-03,524,527,23,670787,18,2015-02-12,934,931,22,24,2
1681922,4097B,LJRA,LSF_SRR_TAKEOVER_4097B,B,A,2014-01-29,R,1,1,.,1000,.,.,.,.,112446,35170,1368803,1312056,2009-03-02,669041,R1749067-2,81,82,44,649359,2,1,2014-09-03,532,518,43,666519,4,2015-02-05,1062,1066,43,2,1
1681923,4083B,LJRA,LSF_SRR_SLEEP_EASY_4083B,B,A,2014-01-27,R,1,1,.,1000,.,.,.,.,113879,56409,1368797,1312052,2009-03-02,669041,R1749067-2,68,69,44,649359,2,1,2014-09-03,608,585,43,666519,4,2015-02-05,1265,1264,43,2,1
1681924,4100B,LJRA,LSF_SRR_SAGA_4100B,B,A,2014-01-29,R,1,1,.,1000,.,.,.,.,66225,56409,1445368,1312059,2009-03-05,669041,R1749067-2,84,85,44,649359,2,1,2014-09-03,592,575,43,666519,4,2015-02-05,1244,1249,43,2,1
1681925,B4145,LJRA,LSF_REBELLA_Z2017_B4145,C,A,2014-02-19,R,1,1,.,1000,.,.,.,.,35170,35170,1368803,1547396,2012-01-29,669041,R1749067-13,75,82,23,649359,15,1,2014-09-03,470,544,23,670787,18,2015-02-12,848,918,22,24,1
1681926,4094B,LJRA,LSF_SRR_RUSHMORE_4094B,B,3,2014-01-29,R,1,1,.,500,SM,469,XX,31,66335,35170,.,1312050,2009-03-06,669041,R1749067-2,96,95,44,649359,2,1,2014-09-03,702,660,43,666519,4,2015-02-05,1395,1367,43,2,1
1681927,B4184,LJRA,LSF_LARKEISA_9015_B4184,C,A,2014-03-12,R,2,1,.,1000,.,.,.,.,35170,35170,1371233,1312054,2009-03-08,669041,R1749067-21,55,55,39,649359,24,1,2014-10-14,558,543,38,670787,30,2015-03-25,970,958,36,16,1
1681928,4030B,LJRA,LSF_SRR_PROSPECT_4030B,B,A,2014-01-04,R,1,1,.,1000,.,.,.,.,112446,35170,1547645,1547392,2012-02-24,669041,R3573-3,81,89,47,649359,3,1,2014-09-04,626,625,44,666519,3,2015-02-05,1205,1229,44,10,1
1681929,4016B,LJRA,LSF_SRR_EPIC_4016B,B,A,2013-12-30,R,1,1,.,1000,.,.,.,.,116270,35170,1042135,1547487,2012-02-25,669041,R3573-3,70,78,47,649359,3,1,2014-09-04,552,553,44,666519,3,2015-02-05,1122,1147,44,10,1
1681930,4024B,LJRA,LSF_SRR_PROSPECT_4024B,B,A,2014-01-02,R,1,1,.,1000,.,.,.,.,120038,35170,1547645,1547469,2012-02-26,669041,R3573-3,65,73,47,649359,3,1,2014-09-04,538,545,44,666519,3,2015-02-05,1082,1112,44,10,1
1681931,4033B,LJRA,LSF_SRR_SAGA_4033B,B,A,2014-01-05,R,1,1,.,1000,.,.,.,.,35170,35170,1445368,1547651,2012-03-05,669041,R3573-3,72,80,47,649359,3,1,2014-09-04,628,627,44,666519,3,2015-02-05,1194,1217,44,10,1
1681933,4234B,LJRA,LSF_SRR_DENIRO_4234B,B,A,2014-03-28,R,2,1,.,1000,.,.,.,.,35170,35170,1547599,1547511,2012-03-10,669041,R1749067-14,75,82,19,649359,16,1,2014-10-14,642,727,19,670787,19,2015-03-24,1250,1333,18,12,1
1681934,B4131,LJRA,LSF_SWEETNESS_Z2042_B4131,C,A,2014-02-13,R,1,1,.,1000,.,.,.,.,35170,35170,1445368,1547653,2012-03-12,669041,R1749067-13,68,76,23,649359,15,1,2014-09-03,490,558,23,670787,18,2015-02-12,796,860,22,24,1
1681935,4023B,LJRA,LSF_SRR_REDEMPTION_4023B,B,A,2014-01-02,R,1,1,.,1000,.,.,.,.,112446,35170,1441805,1547496,2012-03-14,669041,R3573-3,78,86,47,649359,3,1,2014-09-04,570,574,44,666519,3,2015-02-05,1128,1156,44,10,1
1681936,B4021,LJRA,LSF_MINOLA_Z2044_B4021,C,A,2013-12-30,R,1,1,.,1000,.,.,.,.,113269,35170,1042135,1547513,2012-03-16,669041,R1749067-11,75,83,22,649359,13,1,2014-09-04,624,607,22,670787,16,2015-02-12,1100,1079,22,23,1
1681937,4022B,LJRA,LSF_SRR_EPIC_4022B,B,A,2014-01-01,R,1,1,.,1000,.,.,.,.,104646,35170,1042135,1547443,2012-02-15,669041,R3573-3,72,80,47,649359,3,1,2014-09-04,528,536,44,666519,3,2015-02-05,1192,1228,44,10,5
1681938,4008B,LJRA,LSF_SRR_PROSPECTOR_4008B,B,A,2013-12-27,R,1,1,.,1000,.,.,.,.,42978,35170,1547645,1547329,2012-02-19,669041,R3573-3,70,78,47,649359,3,1,2014-09-04,630,612,44,666519,3,2015-02-05,1305,1315,44,10,5
1681939,B4024,LJRA,LSF_REBELLA_Z2026_B4024,C,A,2014-01-02,R,1,1,.,1000,.,.,.,.,35170,35170,1042135,1547322,2012-02-09,669041,R12610-1,69,77,1,649359,1,1,2014-10-14,548,496,1,794273,.,.,.,.,0,28,1
1681940,4002B,LJRA,LSF_SRR_PURSUIT_4002B,B,A,2013-12-24,R,1,1,.,1000,.,.,.,.,33079,35170,1441805,1547654,2012-02-06,669041,R3573-3,57,65,47,649359,3,1,2014-09-04,498,495,44,666519,3,2015-02-05,1112,1135,44,10,1
1681941,B4016,LJRA,LSF_COVER_GIRL_Z2022_B4016,C,A,2013-12-29,R,1,1,.,1000,.,.,.,.,111554,35170,1042135,1547405,2012-02-07,669041,R1749067-11,57,65,22,649359,13,1,2014-09-04,550,536,22,670787,16,2015-02-12,1010,993,22,23,1
1681942,4255B,LJRA,LSF_SRR_EXPECT_ECHO_4255B,B,A,2014-04-15,R,2,1,.,1000,.,.,.,.,35170,35170,1547666,1547400,2012-01-31,669041,R1749067-14,60,66,19,649359,16,1,2014-10-14,408,515,19,702925,.,.,.,.,0,12,1
